"Chisq_all"	"p-value_all"	"Chisq_tips"	"p-value_tips"	"Chisq_nodes"	"p-value_nodes"
"Arum_summary.txt"	0.21875	0.639994010577447	3.76923076923077	0.0522036353413147	1.6	0.205903210732068
"Bellis_summary.txt"	1.40625	0.235679913429038	6.36842105263158	0.0116168914341583	10.8888888888889	0.000967428450247745
"Borago_summary.txt"	0	1	1	0.317310507862914	0	1
"Cheirolophus_summary.txt"	3.37183383991895	0.0663198947979605	2.79310344827586	0.094670719845509	3.16311896135266	0.0753191557634529
"Cyclamen_summary.txt"	0.333333333333333	0.563702861650773	0.333333333333333	0.563702861650773	2.77777777777778	0.0955807045456288
"Dianthus_summary.txt"	0.0943507489090695	0.758717274472853	1.67326732673267	0.195821473922615	9.49020618556701	0.00206571605134176
"Erodium_summary.txt"	0.418118466898955	0.517877388857053	7.14285714285714	0.00752631516645789	6.73888584935819e-30	0.999999999999998
"Gladiolus_summary.txt"	19.9672351579521	7.87806047410532e-06	30.2285714285714	3.84010567537189e-08	21.7231899397245	3.14960798761128e-06
"Hedera_summary.txt"	1.97802176383542e-30	0.999999999999999	11.6451612903226	0.000643697525469688	1.83137175324675	0.175965606732979
"Linaria_summary.txt"	10.7867346938775	0.00102230056097757	15.695652173913	7.43949840484048e-05	1.63636363636364	0.200825122695145
"Narcissus_summary.txt"	0.872544609386715	0.350251815168632	4	0.0455002638963585	1.13690223497731e-30	0.999999999999999
"Reseda_summary.txt"	0.010351966873706	0.918959387474157	7.11111111111111	0.00766076113517949	1.86321432852201e-31	1
"Ruta_summary.txt"	NA	NA	NA	NA	NA	NA
"Smilax_summary.txt"	3.87820512820513	0.048916826038941	11.5714285714286	0.000669729449021829	1.03550295857988	0.308869676180161
"Vella_summary.txt"	1.63712115836492e-31	1	1.92307692307692	0.16551785869747	0.407913961038961	0.523030199710633
